FIPS,Name,State,County Name,Final County Name
34035,Somerset,NJ,Somerset County,Somerset County
34037,Sussex,NJ,Sussex County,Sussex County
34039,Union,NJ,Union County,Union County
34041,Warren,NJ,Warren County,Warren County
35001,Bernalillo,NM,Bernalillo County,Bernalillo County
35003,Catron,NM,Catron County,Catron County
35005,Chaves,NM,Chaves County,Chaves County
35006,Cibola,NM,Cibola County,Cibola County
35007,Colfax,NM,Colfax County,Colfax County
35009,Curry,NM,Curry County,Curry County
35011,De Baca,NM,De Baca County,De Baca County
35013,Dona Ana,NM,Dona Ana County,Dona Ana County
35015,Eddy,NM,Eddy County,Eddy County
35017,Grant,NM,Grant County,Grant County
35019,Guadalupe,NM,Guadalupe County,Guadalupe County
35021,Harding,NM,Harding County,Harding County
35023,Hidalgo,NM,Hidalgo County,Hidalgo County
35025,Lea,NM,Lea County,Lea County
35027,Lincoln,NM,Lincoln County,Lincoln County
35028,Los Alamos,NM,Los Alamos County,Los Alamos County
35029,Luna,NM,Luna County,Luna County
35031,McKinley,NM,McKinley County,McKinley County
35033,Mora,NM,Mora County,Mora County
35035,Otero,NM,Otero County,Otero County
35037,Quay,NM,Quay County,Quay County
35039,Rio Arriba,NM,Rio Arriba County,Rio Arriba County
35041,Roosevelt,NM,Roosevelt County,Roosevelt County
35043,Sandoval,NM,Sandoval County,Sandoval County
35045,San Juan,NM,San Juan County,San Juan County
35047,San Miguel,NM,San Miguel County,San Miguel County
35049,Santa Fe,NM,Santa Fe County,Santa Fe County
35051,Sierra,NM,Sierra County,Sierra County
35053,Socorro,NM,Socorro County,Socorro County
35055,Taos,NM,Taos County,Taos County
35057,Torrance,NM,Torrance County,Torrance County
35059,Union,NM,Union County,Union County
35061,Valencia,NM,Valencia County,Valencia County
36001,Albany,NY,Albany County,Albany County
36003,Allegany,NY,Allegany County,Allegany County
36005,Bronx,NY,Bronx County,Bronx County
36007,Broome,NY,Broome County,Broome County
36009,Cattaraugus,NY,Cattaraugus County,Cattaraugus County
36011,Cayuga,NY,Cayuga County,Cayuga County
36013,Chautauqua,NY,Chautauqua County,Chautauqua County
36015,Chemung,NY,Chemung County,Chemung County
36017,Chenango,NY,Chenango County,Chenango County
36019,Clinton,NY,Clinton County,Clinton County
36021,Columbia,NY,Columbia County,Columbia County
36023,Cortland,NY,Cortland County,Cortland County
36025,Delaware,NY,Delaware County,Delaware County
36027,Dutchess,NY,Dutchess County,Dutchess County
36029,Erie,NY,Erie County,Erie County
36031,Essex,NY,Essex County,Essex County
36033,Franklin,NY,Franklin County,Franklin County
36035,Fulton,NY,Fulton County,Fulton County
36037,Genesee,NY,Genesee County,Genesee County
36039,Greene,NY,Greene County,Greene County
36041,Hamilton,NY,Hamilton County,Hamilton County
36043,Herkimer,NY,Herkimer County,Herkimer County
36045,Jefferson,NY,Jefferson County,Jefferson County
36047,Kings,NY,Kings County,Kings County
36049,Lewis,NY,Lewis County,Lewis County
36051,Livingston,NY,Livingston County,Livingston County
36053,Madison,NY,Madison County,Madison County
36055,Monroe,NY,Monroe County,Monroe County
36057,Montgomery,NY,Montgomery County,Montgomery County
36059,Nassau,NY,Nassau County,Nassau County
36061,New York,NY,New York County,New York County
36063,Niagara,NY,Niagara County,Niagara County
36065,Oneida,NY,Oneida County,Oneida County
36067,Onondaga,NY,Onondaga County,Onondaga County
36069,Ontario,NY,Ontario County,Ontario County
36071,Orange,NY,Orange County,Orange County
36073,Orleans,NY,Orleans County,Orleans County
36075,Oswego,NY,Oswego County,Oswego County
36077,Otsego,NY,Otsego County,Otsego County
36079,Putnam,NY,Putnam County,Putnam County
36081,Queens,NY,Queens County,Queens County
36083,Rensselaer,NY,Rensselaer County,Rensselaer County
36085,Richmond,NY,Richmond County,Richmond County
36087,Rockland,NY,Rockland County,Rockland County
36089,St Lawrence,NY,St Lawrence County,St Lawrence County
36091,Saratoga,NY,Saratoga County,Saratoga County
36093,Schenectady,NY,Schenectady County,Schenectady County
36095,Schoharie,NY,Schoharie County,Schoharie County
36097,Schuyler,NY,Schuyler County,Schuyler County
36099,Seneca,NY,Seneca County,Seneca County
36101,Steuben,NY,Steuben County,Steuben County
36103,Suffolk,NY,Suffolk County,Suffolk County
36105,Sullivan,NY,Sullivan County,Sullivan County
36107,Tioga,NY,Tioga County,Tioga County
36109,Tompkins,NY,Tompkins County,Tompkins County
36111,Ulster,NY,Ulster County,Ulster County
36113,Warren,NY,Warren County,Warren County
36115,Washington,NY,Washington County,Washington County
36117,Wayne,NY,Wayne County,Wayne County
36119,Westchester,NY,Westchester County,Westchester County
36121,Wyoming,NY,Wyoming County,Wyoming County
36123,Yates,NY,Yates County,Yates County
37001,Alamance,NC,Alamance County,Alamance County
37003,Alexander,NC,Alexander County,Alexander County
37005,Alleghany,NC,Alleghany County,Alleghany County
37007,Anson,NC,Anson County,Anson County
37009,Ashe,NC,Ashe County,Ashe County
37011,Avery,NC,Avery County,Avery County
37013,Beaufort,NC,Beaufort County,Beaufort County
37015,Bertie,NC,Bertie County,Bertie County
37017,Bladen,NC,Bladen County,Bladen County
37019,Brunswick,NC,Brunswick County,Brunswick County
37021,Buncombe,NC,Buncombe County,Buncombe County
37023,Burke,NC,Burke County,Burke County
37025,Cabarrus,NC,Cabarrus County,Cabarrus County
37027,Caldwell,NC,Caldwell County,Caldwell County
37029,Camden,NC,Camden County,Camden County
37031,Carteret,NC,Carteret County,Carteret County
37033,Caswell,NC,Caswell County,Caswell County
37035,Catawba,NC,Catawba County,Catawba County
37037,Chatham,NC,Chatham County,Chatham County
37039,Cherokee,NC,Cherokee County,Cherokee County
37041,Chowan,NC,Chowan County,Chowan County
37043,Clay,NC,Clay County,Clay County
37045,Cleveland,NC,Cleveland County,Cleveland County
37047,Columbus,NC,Columbus County,Columbus County
37049,Craven,NC,Craven County,Craven County
37051,Cumberland,NC,Cumberland County,Cumberland County
37053,Currituck,NC,Currituck County,Currituck County
37055,Dare,NC,Dare County,Dare County
37057,Davidson,NC,Davidson County,Davidson County
37059,Davie,NC,Davie County,Davie County
37061,Duplin,NC,Duplin County,Duplin County
37063,Durham,NC,Durham County,Durham County
37065,Edgecombe,NC,Edgecombe County,Edgecombe County
37067,Forsyth,NC,Forsyth County,Forsyth County
37069,Franklin,NC,Franklin County,Franklin County
37071,Gaston,NC,Gaston County,Gaston County
37073,Gates,NC,Gates County,Gates County
37075,Graham,NC,Graham County,Graham County
37077,Granville,NC,Granville County,Granville County
37079,Greene,NC,Greene County,Greene County
37081,Guilford,NC,Guilford County,Guilford County
37083,Halifax,NC,Halifax County,Halifax County
37085,Harnett,NC,Harnett County,Harnett County
37087,Haywood,NC,Haywood County,Haywood County
37089,Henderson,NC,Henderson County,Henderson County
37091,Hertford,NC,Hertford County,Hertford County
37093,Hoke,NC,Hoke County,Hoke County
37095,Hyde,NC,Hyde County,Hyde County
37097,Iredell,NC,Iredell County,Iredell County
37099,Jackson,NC,Jackson County,Jackson County
37101,Johnston,NC,Johnston County,Johnston County
37103,Jones,NC,Jones County,Jones County
37105,Lee,NC,Lee County,Lee County
37107,Lenoir,NC,Lenoir County,Lenoir County
37109,Lincoln,NC,Lincoln County,Lincoln County
37111,McDowell,NC,McDowell County,McDowell County
37113,Macon,NC,Macon County,Macon County
37115,Madison,NC,Madison County,Madison County
37117,Martin,NC,Martin County,Martin County
37119,Mecklenburg,NC,Mecklenburg County,Mecklenburg County
37121,Mitchell,NC,Mitchell County,Mitchell County
37123,Montgomery,NC,Montgomery County,Montgomery County
37125,Moore,NC,Moore County,Moore County
37127,Nash,NC,Nash County,Nash County
37129,New Hanover,NC,New Hanover County,New Hanover County
37131,Northampton,NC,Northampton County,Northampton County
37133,Onslow,NC,Onslow County,Onslow County
37135,Orange,NC,Orange County,Orange County
37137,Pamlico,NC,Pamlico County,Pamlico County
37139,Pasquotank,NC,Pasquotank County,Pasquotank County
37141,Pender,NC,Pender County,Pender County
37143,Perquimans,NC,Perquimans County,Perquimans County
37145,Person,NC,Person County,Person County
37147,Pitt,NC,Pitt County,Pitt County
37149,Polk,NC,Polk County,Polk County
37151,Randolph,NC,Randolph County,Randolph County
37153,Richmond,NC,Richmond County,Richmond County
37155,Robeson,NC,Robeson County,Robeson County
37157,Rockingham,NC,Rockingham County,Rockingham County
37159,Rowan,NC,Rowan County,Rowan County
37161,Rutherford,NC,Rutherford County,Rutherford County
37163,Sampson,NC,Sampson County,Sampson County
37165,Scotland,NC,Scotland County,Scotland County
37167,Stanly,NC,Stanly County,Stanly County
37169,Stokes,NC,Stokes County,Stokes County
37171,Surry,NC,Surry County,Surry County
37173,Swain,NC,Swain County,Swain County
37175,Transylvania,NC,Transylvania County,Transylvania County
37177,Tyrrell,NC,Tyrrell County,Tyrrell County
37179,Union,NC,Union County,Union County
37181,Vance,NC,Vance County,Vance County
37183,Wake,NC,Wake County,Wake County
37185,Warren,NC,Warren County,Warren County
37187,Washington,NC,Washington County,Washington County
37189,Watauga,NC,Watauga County,Watauga County
37191,Wayne,NC,Wayne County,Wayne County
37193,Wilkes,NC,Wilkes County,Wilkes County
37195,Wilson,NC,Wilson County,Wilson County
37197,Yadkin,NC,Yadkin County,Yadkin County
37199,Yancey,NC,Yancey County,Yancey County
38001,Adams,ND,Adams County,Adams County
38003,Barnes,ND,Barnes County,Barnes County
38005,Benson,ND,Benson County,Benson County
38007,Billings,ND,Billings County,Billings County
38009,Bottineau,ND,Bottineau County,Bottineau County
38011,Bowman,ND,Bowman County,Bowman County
38013,Burke,ND,Burke County,Burke County
38015,Burleigh,ND,Burleigh County,Burleigh County
38017,Cass,ND,Cass County,Cass County
38019,Cavalier,ND,Cavalier County,Cavalier County
38021,Dickey,ND,Dickey County,Dickey County
38023,Divide,ND,Divide County,Divide County
38025,Dunn,ND,Dunn County,Dunn County
38027,Eddy,ND,Eddy County,Eddy County
38029,Emmons,ND,Emmons County,Emmons County
38031,Foster,ND,Foster County,Foster County
38033,Golden Valley,ND,Golden Valley County,Golden Valley County
38035,Grand Forks,ND,Grand Forks County,Grand Forks County
38037,Grant,ND,Grant County,Grant County
38039,Griggs,ND,Griggs County,Griggs County
38041,Hettinger,ND,Hettinger County,Hettinger County
38043,Kidder,ND,Kidder County,Kidder County
38045,La Moure,ND,La Moure County,La Moure County
38047,Logan,ND,Logan County,Logan County
38049,McHenry,ND,McHenry County,McHenry County
38051,McIntosh,ND,McIntosh County,McIntosh County
38053,McKenzie,ND,McKenzie County,McKenzie County
38055,McLean,ND,McLean County,McLean County
38057,Mercer,ND,Mercer County,Mercer County
38059,Morton,ND,Morton County,Morton County
38061,Mountrail,ND,Mountrail County,Mountrail County
38063,Nelson,ND,Nelson County,Nelson County
38065,Oliver,ND,Oliver County,Oliver County
38067,Pembina,ND,Pembina County,Pembina County
38069,Pierce,ND,Pierce County,Pierce County
38071,Ramsey,ND,Ramsey County,Ramsey County
38073,Ransom,ND,Ransom County,Ransom County
38075,Renville,ND,Renville County,Renville County
38077,Richland,ND,Richland County,Richland County
38079,Rolette,ND,Rolette County,Rolette County
38081,Sargent,ND,Sargent County,Sargent County
38083,Sheridan,ND,Sheridan County,Sheridan County
38085,Sioux,ND,Sioux County,Sioux County
38087,Slope,ND,Slope County,Slope County
38089,Stark,ND,Stark County,Stark County
38091,Steele,ND,Steele County,Steele County
38093,Stutsman,ND,Stutsman County,Stutsman County
38095,Towner,ND,Towner County,Towner County
38097,Traill,ND,Traill County,Traill County
38099,Walsh,ND,Walsh County,Walsh County
38101,Ward,ND,Ward County,Ward County
38103,Wells,ND,Wells County,Wells County
38105,Williams,ND,Williams County,Williams County
39001,Adams,OH,Adams County,Adams County
39003,Allen,OH,Allen County,Allen County
39005,Ashland,OH,Ashland County,Ashland County
39007,Ashtabula,OH,Ashtabula County,Ashtabula County
39009,Athens,OH,Athens County,Athens County
39011,Auglaize,OH,Auglaize County,Auglaize County
39013,Belmont,OH,Belmont County,Belmont County
39015,Brown,OH,Brown County,Brown County
39017,Butler,OH,Butler County,Butler County
39019,Carroll,OH,Carroll County,Carroll County
39021,Champaign,OH,Champaign County,Champaign County
39023,Clark,OH,Clark County,Clark County
39025,Clermont,OH,Clermont County,Clermont County
39027,Clinton,OH,Clinton County,Clinton County
39029,Columbiana,OH,Columbiana County,Columbiana County
39031,Coshocton,OH,Coshocton County,Coshocton County
39033,Crawford,OH,Crawford County,Crawford County
39035,Cuyahoga,OH,Cuyahoga County,Cuyahoga County
39037,Darke,OH,Darke County,Darke County
39039,Defiance,OH,Defiance County,Defiance County
39041,Delaware,OH,Delaware County,Delaware County
39043,Erie,OH,Erie County,Erie County
39045,Fairfield,OH,Fairfield County,Fairfield County
39047,Fayette,OH,Fayette County,Fayette County
39049,Franklin,OH,Franklin County,Franklin County
39051,Fulton,OH,Fulton County,Fulton County
39053,Gallia,OH,Gallia County,Gallia County
39055,Geauga,OH,Geauga County,Geauga County
39057,Greene,OH,Greene County,Greene County
39059,Guernsey,OH,Guernsey County,Guernsey County
39061,Hamilton,OH,Hamilton County,Hamilton County
39063,Hancock,OH,Hancock County,Hancock County
39065,Hardin,OH,Hardin County,Hardin County
39067,Harrison,OH,Harrison County,Harrison County
39069,Henry,OH,Henry County,Henry County
39071,Highland,OH,Highland County,Highland County
39073,Hocking,OH,Hocking County,Hocking County
39075,Holmes,OH,Holmes County,Holmes County
39077,Huron,OH,Huron County,Huron County
39079,Jackson,OH,Jackson County,Jackson County
39081,Jefferson,OH,Jefferson County,Jefferson County
39083,Knox,OH,Knox County,Knox County
39085,Lake,OH,Lake County,Lake County
39087,Lawrence,OH,Lawrence County,Lawrence County
39089,Licking,OH,Licking County,Licking County
39091,Logan,OH,Logan County,Logan County
39093,Lorain,OH,Lorain County,Lorain County
39095,Lucas,OH,Lucas County,Lucas County
39097,Madison,OH,Madison County,Madison County
39099,Mahoning,OH,Mahoning County,Mahoning County
39101,Marion,OH,Marion County,Marion County
39103,Medina,OH,Medina County,Medina County
39105,Meigs,OH,Meigs County,Meigs County
39107,Mercer,OH,Mercer County,Mercer County
39109,Miami,OH,Miami County,Miami County
39111,Monroe,OH,Monroe County,Monroe County
39113,Montgomery,OH,Montgomery County,Montgomery County
39115,Morgan,OH,Morgan County,Morgan County
39117,Morrow,OH,Morrow County,Morrow County
39119,Muskingum,OH,Muskingum County,Muskingum County
39121,Noble,OH,Noble County,Noble County
39123,Ottawa,OH,Ottawa County,Ottawa County
39125,Paulding,OH,Paulding County,Paulding County
39127,Perry,OH,Perry County,Perry County
39129,Pickaway,OH,Pickaway County,Pickaway County
39131,Pike,OH,Pike County,Pike County
39133,Portage,OH,Portage County,Portage County
39135,Preble,OH,Preble County,Preble County
39137,Putnam,OH,Putnam County,Putnam County
39139,Richland,OH,Richland County,Richland County
39141,Ross,OH,Ross County,Ross County
39143,Sandusky,OH,Sandusky County,Sandusky County
39145,Scioto,OH,Scioto County,Scioto County
39147,Seneca,OH,Seneca County,Seneca County
39149,Shelby,OH,Shelby County,Shelby County
39151,Stark,OH,Stark County,Stark County
39153,Summit,OH,Summit County,Summit County
39155,Trumbull,OH,Trumbull County,Trumbull County
39157,Tuscarawas,OH,Tuscarawas County,Tuscarawas County
39159,Union,OH,Union County,Union County
39161,Van Wert,OH,Van Wert County,Van Wert County
39163,Vinton,OH,Vinton County,Vinton County
39165,Warren,OH,Warren County,Warren County
39167,Washington,OH,Washington County,Washington County
39169,Wayne,OH,Wayne County,Wayne County
39171,Williams,OH,Williams County,Williams County
39173,Wood,OH,Wood County,Wood County
39175,Wyandot,OH,Wyandot County,Wyandot County
40001,Adair,OK,Adair County,Adair County
40003,Alfalfa,OK,Alfalfa County,Alfalfa County
40005,Atoka,OK,Atoka County,Atoka County
40007,Beaver,OK,Beaver County,Beaver County
40009,Beckham,OK,Beckham County,Beckham County
40011,Blaine,OK,Blaine County,Blaine County
40013,Bryan,OK,Bryan County,Bryan County
40015,Caddo,OK,Caddo County,Caddo County
40017,Canadian,OK,Canadian County,Canadian County
40019,Carter,OK,Carter County,Carter County
40021,Cherokee,OK,Cherokee County,Cherokee County
40023,Choctaw,OK,Choctaw County,Choctaw County
40025,Cimarron,OK,Cimarron County,Cimarron County
40027,Cleveland,OK,Cleveland County,Cleveland County
40029,Coal,OK,Coal County,Coal County
40031,Comanche,OK,Comanche County,Comanche County
40033,Cotton,OK,Cotton County,Cotton County
40035,Craig,OK,Craig County,Craig County
40037,Creek,OK,Creek County,Creek County
40039,Custer,OK,Custer County,Custer County
40041,Delaware,OK,Delaware County,Delaware County
40043,Dewey,OK,Dewey County,Dewey County
40045,Ellis,OK,Ellis County,Ellis County
40047,Garfield,OK,Garfield County,Garfield County
40049,Garvin,OK,Garvin County,Garvin County
40051,Grady,OK,Grady County,Grady County
40053,Grant,OK,Grant County,Grant County
40055,Greer,OK,Greer County,Greer County
40057,Harmon,OK,Harmon County,Harmon County
40059,Harper,OK,Harper County,Harper County
40061,Haskell,OK,Haskell County,Haskell County
40063,Hughes,OK,Hughes County,Hughes County
40065,Jackson,OK,Jackson County,Jackson County
40067,Jefferson,OK,Jefferson County,Jefferson County
40069,Johnston,OK,Johnston County,Johnston County
40071,Kay,OK,Kay County,Kay County
40073,Kingfisher,OK,Kingfisher County,Kingfisher County
40075,Kiowa,OK,Kiowa County,Kiowa County
40077,Latimer,OK,Latimer County,Latimer County
40079,Le Flore,OK,Le Flore County,Le Flore County
40081,Lincoln,OK,Lincoln County,Lincoln County
40083,Logan,OK,Logan County,Logan County
40085,Love,OK,Love County,Love County
40087,McClain,OK,McClain County,McClain County
40089,McCurtain,OK,McCurtain County,McCurtain County
40091,McIntosh,OK,McIntosh County,McIntosh County
40093,Major,OK,Major County,Major County
40095,Marshall,OK,Marshall County,Marshall County
40097,Mayes,OK,Mayes County,Mayes County
40099,Murray,OK,Murray County,Murray County
40101,Muskogee,OK,Muskogee County,Muskogee County
40103,Noble,OK,Noble County,Noble County
40105,Nowata,OK,Nowata County,Nowata County
40107,Okfuskee,OK,Okfuskee County,Okfuskee County
40109,Oklahoma,OK,Oklahoma County,Oklahoma County
40111,Okmulgee,OK,Okmulgee County,Okmulgee County
40113,Osage,OK,Osage County,Osage County
40115,Ottawa,OK,Ottawa County,Ottawa County
40117,Pawnee,OK,Pawnee County,Pawnee County
40119,Payne,OK,Payne County,Payne County
40121,Pittsburg,OK,Pittsburg County,Pittsburg County
40123,Pontotoc,OK,Pontotoc County,Pontotoc County
40125,Pottawatomie,OK,Pottawatomie County,Pottawatomie County
40127,Pushmataha,OK,Pushmataha County,Pushmataha County
40129,Roger Mills,OK,Roger Mills County,Roger Mills County
40131,Rogers,OK,Rogers County,Rogers County
40133,Seminole,OK,Seminole County,Seminole County
40135,Sequoyah,OK,Sequoyah County,Sequoyah County
40137,Stephens,OK,Stephens County,Stephens County
40139,Texas,OK,Texas County,Texas County
40141,Tillman,OK,Tillman County,Tillman County
40143,Tulsa,OK,Tulsa County,Tulsa County
40145,Wagoner,OK,Wagoner County,Wagoner County
40147,Washington,OK,Washington County,Washington County
40149,Washita,OK,Washita County,Washita County
40151,Woods,OK,Woods County,Woods County
40153,Woodward,OK,Woodward County,Woodward County
41001,Baker,OR,Baker County,Baker County
41003,Benton,OR,Benton County,Benton County
41005,Clackamas,OR,Clackamas County,Clackamas County
41007,Clatsop,OR,Clatsop County,Clatsop County
41009,Columbia,OR,Columbia County,Columbia County
41011,Coos,OR,Coos County,Coos County
41013,Crook,OR,Crook County,Crook County
41015,Curry,OR,Curry County,Curry County
41017,Deschutes,OR,Deschutes County,Deschutes County
41019,Douglas,OR,Douglas County,Douglas County
41021,Gilliam,OR,Gilliam County,Gilliam County
41023,Grant,OR,Grant County,Grant County
41025,Harney,OR,Harney County,Harney County
41027,Hood River,OR,Hood River County,Hood River County
41029,Jackson,OR,Jackson County,Jackson County
41031,Jefferson,OR,Jefferson County,Jefferson County
41033,Josephine,OR,Josephine County,Josephine County
41035,Klamath,OR,Klamath County,Klamath County
41037,Lake,OR,Lake County,Lake County
41039,Lane,OR,Lane County,Lane County
41041,Lincoln,OR,Lincoln County,Lincoln County
41043,Linn,OR,Linn County,Linn County
41045,Malheur,OR,Malheur County,Malheur County
41047,Marion,OR,Marion County,Marion County
41049,Morrow,OR,Morrow County,Morrow County
41051,Multnomah,OR,Multnomah County,Multnomah County
41053,Polk,OR,Polk County,Polk County
41055,Sherman,OR,Sherman County,Sherman County
41057,Tillamook,OR,Tillamook County,Tillamook County
41059,Umatilla,OR,Umatilla County,Umatilla County
41061,Union,OR,Union County,Union County
41063,Wallowa,OR,Wallowa County,Wallowa County
41065,Wasco,OR,Wasco County,Wasco County
41067,Washington,OR,Washington County,Washington County
41069,Wheeler,OR,Wheeler County,Wheeler County
41071,Yamhill,OR,Yamhill County,Yamhill County
42001,Adams,PA,Adams County,Adams County
42003,Allegheny,PA,Allegheny County,Allegheny County
42005,Armstrong,PA,Armstrong County,Armstrong County
42007,Beaver,PA,Beaver County,Beaver County
42009,Bedford,PA,Bedford County,Bedford County
42011,Berks,PA,Berks County,Berks County
42013,Blair,PA,Blair County,Blair County
42015,Bradford,PA,Bradford County,Bradford County
42017,Bucks,PA,Bucks County,Bucks County
42019,Butler,PA,Butler County,Butler County
42021,Cambria,PA,Cambria County,Cambria County
42023,Cameron,PA,Cameron County,Cameron County
42025,Carbon,PA,Carbon County,Carbon County
42027,Centre,PA,Centre County,Centre County
42029,Chester,PA,Chester County,Chester County
42031,Clarion,PA,Clarion County,Clarion County
42033,Clearfield,PA,Clearfield County,Clearfield County
42035,Clinton,PA,Clinton County,Clinton County
42037,Columbia,PA,Columbia County,Columbia County
42039,Crawford,PA,Crawford County,Crawford County
42041,Cumberland,PA,Cumberland County,Cumberland County
42043,Dauphin,PA,Dauphin County,Dauphin County
42045,Delaware,PA,Delaware County,Delaware County
42047,Elk,PA,Elk County,Elk County
42049,Erie,PA,Erie County,Erie County
42051,Fayette,PA,Fayette County,Fayette County
42053,Forest,PA,Forest County,Forest County
42055,Franklin,PA,Franklin County,Franklin County
42057,Fulton,PA,Fulton County,Fulton County
42059,Greene,PA,Greene County,Greene County
42061,Huntingdon,PA,Huntingdon County,Huntingdon County
42063,Indiana,PA,Indiana County,Indiana County
42065,Jefferson,PA,Jefferson County,Jefferson County
42067,Juniata,PA,Juniata County,Juniata County
42069,Lackawanna,PA,Lackawanna County,Lackawanna County
42071,Lancaster,PA,Lancaster County,Lancaster County
42073,Lawrence,PA,Lawrence County,Lawrence County
42075,Lebanon,PA,Lebanon County,Lebanon County
42077,Lehigh,PA,Lehigh County,Lehigh County
42079,Luzerne,PA,Luzerne County,Luzerne County
42081,Lycoming,PA,Lycoming County,Lycoming County
42083,McKean,PA,McKean County,McKean County
42085,Mercer,PA,Mercer County,Mercer County
42087,Mifflin,PA,Mifflin County,Mifflin County
42089,Monroe,PA,Monroe County,Monroe County
42091,Montgomery,PA,Montgomery County,Montgomery County
42093,Montour,PA,Montour County,Montour County
42095,Northampton,PA,Northampton County,Northampton County
42097,Northumberland,PA,Northumberland County,Northumberland County
42099,Perry,PA,Perry County,Perry County
42101,Philadelphia,PA,Philadelphia County,Philadelphia County
42103,Pike,PA,Pike County,Pike County
42105,Potter,PA,Potter County,Potter County
42107,Schuylkill,PA,Schuylkill County,Schuylkill County
42109,Snyder,PA,Snyder County,Snyder County
42111,Somerset,PA,Somerset County,Somerset County
42113,Sullivan,PA,Sullivan County,Sullivan County
42115,Susquehanna,PA,Susquehanna County,Susquehanna County
42117,Tioga,PA,Tioga County,Tioga County
42119,Union,PA,Union County,Union County
42121,Venango,PA,Venango County,Venango County
42123,Warren,PA,Warren County,Warren County
42125,Washington,PA,Washington County,Washington County
42127,Wayne,PA,Wayne County,Wayne County
42129,Westmoreland,PA,Westmoreland County,Westmoreland County
42131,Wyoming,PA,Wyoming County,Wyoming County
42133,York,PA,York County,York County
44001,Bristol,RI,Bristol County,Bristol County
44003,Kent,RI,Kent County,Kent County
44005,Newport,RI,Newport County,Newport County
44007,Providence,RI,Providence County,Providence County
44009,Washington,RI,Washington County,Washington County
45001,Abbeville,SC,Abbeville County,Abbeville County
45003,Aiken,SC,Aiken County,Aiken County
45005,Allendale,SC,Allendale County,Allendale County
45007,Anderson,SC,Anderson County,Anderson County
45009,Bamberg,SC,Bamberg County,Bamberg County
45011,Barnwell,SC,Barnwell County,Barnwell County
45013,Beaufort,SC,Beaufort County,Beaufort County
45015,Berkeley,SC,Berkeley County,Berkeley County
45017,Calhoun,SC,Calhoun County,Calhoun County
45019,Charleston,SC,Charleston County,Charleston County
45021,Cherokee,SC,Cherokee County,Cherokee County
45023,Chester,SC,Chester County,Chester County
45025,Chesterfield,SC,Chesterfield County,Chesterfield County
45027,Clarendon,SC,Clarendon County,Clarendon County
45029,Colleton,SC,Colleton County,Colleton County
45031,Darlington,SC,Darlington County,Darlington County
45033,Dillon,SC,Dillon County,Dillon County
45035,Dorchester,SC,Dorchester County,Dorchester County
45037,Edgefield,SC,Edgefield County,Edgefield County
45039,Fairfield,SC,Fairfield County,Fairfield County
45041,Florence,SC,Florence County,Florence County
45043,Georgetown,SC,Georgetown County,Georgetown County
45045,Greenville,SC,Greenville County,Greenville County
45047,Greenwood,SC,Greenwood County,Greenwood County
45049,Hampton,SC,Hampton County,Hampton County
45051,Horry,SC,Horry County,Horry County
45053,Jasper,SC,Jasper County,Jasper County
45055,Kershaw,SC,Kershaw County,Kershaw County
45057,Lancaster,SC,Lancaster County,Lancaster County
45059,Laurens,SC,Laurens County,Laurens County
45061,Lee,SC,Lee County,Lee County
45063,Lexington,SC,Lexington County,Lexington County
45065,McCormick,SC,McCormick County,McCormick County
45067,Marion,SC,Marion County,Marion County
45069,Marlboro,SC,Marlboro County,Marlboro County
45071,Newberry,SC,Newberry County,Newberry County
45073,Oconee,SC,Oconee County,Oconee County
45075,Orangeburg,SC,Orangeburg County,Orangeburg County
45077,Pickens,SC,Pickens County,Pickens County
45079,Richland,SC,Richland County,Richland County
45081,Saluda,SC,Saluda County,Saluda County
45083,Spartanburg,SC,Spartanburg County,Spartanburg County
45085,Sumter,SC,Sumter County,Sumter County
45087,Union,SC,Union County,Union County
45089,Williamsburg,SC,Williamsburg County,Williamsburg County
45091,York,SC,York County,York County
46003,Aurora,SD,Aurora County,Aurora County
46005,Beadle,SD,Beadle County,Beadle County
46007,Bennett,SD,Bennett County,Bennett County
46009,Bon Homme,SD,Bon Homme County,Bon Homme County
46011,Brookings,SD,Brookings County,Brookings County
46013,Brown,SD,Brown County,Brown County
46015,Brule,SD,Brule County,Brule County
46017,Buffalo,SD,Buffalo County,Buffalo County
46019,Butte,SD,Butte County,Butte County
46021,Campbell,SD,Campbell County,Campbell County
46023,Charles Mix,SD,Charles Mix County,Charles Mix County
46025,Clark,SD,Clark County,Clark County
46027,Clay,SD,Clay County,Clay County
46029,Codington,SD,Codington County,Codington County
46031,Corson,SD,Corson County,Corson County
46033,Custer,SD,Custer County,Custer County
46035,Davison,SD,Davison County,Davison County
46037,Day,SD,Day County,Day County
46039,Deuel,SD,Deuel County,Deuel County
46041,Dewey,SD,Dewey County,Dewey County
46043,Douglas,SD,Douglas County,Douglas County
46045,Edmunds,SD,Edmunds County,Edmunds County
46047,Fall River,SD,Fall River County,Fall River County
46049,Faulk,SD,Faulk County,Faulk County
46051,Grant,SD,Grant County,Grant County
46053,Gregory,SD,Gregory County,Gregory County
46055,Haakon,SD,Haakon County,Haakon County
46057,Hamlin,SD,Hamlin County,Hamlin County
46059,Hand,SD,Hand County,Hand County
46061,Hanson,SD,Hanson County,Hanson County
46063,Harding,SD,Harding County,Harding County
46065,Hughes,SD,Hughes County,Hughes County
46067,Hutchinson,SD,Hutchinson County,Hutchinson County
46069,Hyde,SD,Hyde County,Hyde County
