Final State Abbreviation Standard,Final County,CNT
ME,Penobscot County,6
ME,Penobscot County,1
ME,Waldo County,22
ME,Aroostook County,1
#FIELD!,#FIELD!,2
ME,Sagadahoc County,97
ME,Lincoln County,1
ME,Lincoln County,26
ME,Lincoln County,52
ME,Lincoln County,4
ME,Lincoln County,13
ME,Lincoln County,7
ME,Knox County,5
ME,Sagadahoc County,3
ME,Lincoln County,2
ME,Lincoln County,31
ME,Lincoln County,9
ME,Lincoln County,22
ME,Lincoln County,1
ME,Sagadahoc County,10
ME,Knox County,11
ME,Lincoln County,1
ME,Sagadahoc County,9
ME,Lincoln County,6
#FIELD!,#FIELD!,2
ME,Lincoln County,70
ME,Lincoln County,1
ME,Knox County,4
#FIELD!,#FIELD!,1
ME,Lincoln County,1
ME,Lincoln County,21
ME,Sagadahoc County,53
ME,Hancock County,139
ME,Washington County,10
ME,Hancock County,9
#FIELD!,#FIELD!,1
ME,Hancock County,28
ME,Washington County,3
ME,Hancock County,14
ME,Hancock County,25
ME,Hancock County,2
ME,Hancock County,3
ME,Washington County,30
AN,Province of Almería County,4
ME,Washington County,11
ME,Washington County,3
ME,Hancock County,1
ME,Washington County,23
ME,Hancock County,13
ME,Washington County,2
ME,Washington County,52
ME,Washington County,3
ME,Hancock County,118
ME,Hancock County,21
ME,Washington County,3
ME,Hancock County,1
ME,Washington County,1
ME,Washington County,4
ME,Washington County,12
ME,Hancock County,6
ME,Washington County,25
ME,Washington County,13
ME,Washington County,1
ME,Washington County,20
ME,Hancock County,8
ME,Hancock County,4
ME,Hancock County,1
ME,Washington County,25
ME,Washington County,14
ME,Washington County,16
ME,Hancock County,1
ME,Washington County,1
ME,Hancock County,3
ME,Hancock County,4
ME,Hancock County,1
ME,Hancock County,8
ME,Washington County,11
ME,Hancock County,8
ME,Hancock County,19
ME,Hancock County,14
ME,Hancock County,2
ME,Washington County,2
ME,Hancock County,20
ME,Washington County,29
ME,Aroostook County,127
ME,Aroostook County,13
ME,Aroostook County,15
ME,Aroostook County,4
ME,Aroostook County,8
ME,Aroostook County,163
ME,Aroostook County,20
ME,Aroostook County,9
ME,Aroostook County,24
ME,Aroostook County,83
ME,Aroostook County,6
ME,Aroostook County,9
ME,Aroostook County,21
ME,Aroostook County,24
ME,Aroostook County,26
#FIELD!,#FIELD!,15
ME,Aroostook County,10
ME,Aroostook County,5
ME,Aroostook County,5
ME,Aroostook County,1
ME,Aroostook County,12
ME,Penobscot County,14
ME,Aroostook County,1
ME,Aroostook County,2
ME,Aroostook County,173
ME,Aroostook County,4
ME,Aroostook County,4
ME,Aroostook County,2
ME,Aroostook County,3
ME,Aroostook County,8
ME,Aroostook County,9
ME,Aroostook County,1
ME,Aroostook County,23
ME,Aroostook County,22
ME,Aroostook County,9
ME,Knox County,48
ME,Knox County,13
ME,Knox County,2
ME,Waldo County,7
ME,Waldo County,28
ME,Lincoln County,3
ME,Knox County,2
ME,Knox County,2
#FIELD!,#FIELD!,1
ME,Knox County,42
ME,Knox County,6
ME,Knox County,9
ME,Knox County,23
ME,Knox County,21
ME,Knox County,11
ME,Knox County,4
ME,Knox County,16
ME,Kennebec County,295
ME,Kennebec County,18
ME,Somerset County,11
ME,Somerset County,10
ME,Waldo County,99
ME,Kennebec County,36
ME,Somerset County,7
ME,Waldo County,6
ME,Waldo County,18
ME,Somerset County,1
ME,Somerset County,14
ME,Kennebec County,40
ME,Penobscot County,25
ME,Somerset County,15
ME,Penobscot County,47
ME,Penobscot County,2
ME,Franklin County,2
ME,Somerset County,77
ME,Franklin County,95
ME,Penobscot County,1
ME,Waldo County,10
ME,Somerset County,2
ME,Somerset County,31
ME,Somerset County,7
ME,Franklin County,15
ME,Waldo County,10
ME,Somerset County,44
ME,Waldo County,2
ME,Waldo County,29
ME,Penobscot County,54
ME,Somerset County,1
ME,Franklin County,8
ME,Franklin County,1
ME,Somerset County,74
ME,Somerset County,10
ME,Somerset County,5
ME,Kennebec County,93
ME,Somerset County,22
ME,Franklin County,9
ME,Somerset County,52
ME,Penobscot County,6
ME,Franklin County,17
ME,Somerset County,23
ME,Waldo County,5
ME,Waldo County,25
ME,Somerset County,102
ME,Somerset County,13
ME,Somerset County,6
#FIELD!,#FIELD!,1
ME,Waldo County,7
ME,Franklin County,1
ME,Franklin County,11
ME,Franklin County,1
ME,Somerset County,15
ME,Waldo County,8
ME,Waldo County,13
ME,Waldo County,15
ME,Kennebec County,72
ME,Franklin County,1
VT,Windsor County,69
#FIELD!,#FIELD!,1
VT,Windsor County,18
VT,Orange County,17
VT,Windsor County,3
VT,Orange County,1
VT,Windsor County,2
VT,Orange County,8
VT,Orange County,2
#FIELD!,#FIELD!,3
VT,Orange County,1
VT,Caledonia County,2
VT,Orange County,3
VT,Orange County,8
VT,Caledonia County,20
VT,Windsor County,10
VT,Caledonia County,1
VT,Orange County,2
VT,Windsor County,1
VT,Windsor County,4
VT,Windsor County,3
VT,Windsor County,3
VT,Orange County,1
VT,Windsor County,3
VT,Orange County,8
VT,Orange County,5
VT,Windsor County,5
VT,Windsor County,6
VT,Windsor County,1
VT,Windsor County,15
VT,Orange County,3
VT,Orange County,1
NH,Orange County,1
VT,Orange County,3
VT,Orange County,5
VT,Orange County,1
VT,Orange County,5
VT,Orange County,3
VT,Windsor County,33
VT,Windsor County,6
#FIELD!,#FIELD!,1
VT,Windham County,43
VT,Windsor County,43
VT,Windsor County,20
VT,Windham County,4
VT,Windham County,10
VT,Windsor County,31
VT,Windsor County,17
VT,Windsor County,11
VT,Bennington County,3
VT,Windsor County,8
VT,Windham County,14
VT,Windsor County,79
VT,Windham County,4
VT,Windsor County,2
VT,Bennington County,172
VT,Bennington County,10
VT,Bennington County,4
VT,Bennington County,2
#FIELD!,#FIELD!,5
VT,Bennington County,5
VT,Bennington County,30
VT,Bennington County,18
VT,Bennington County,2
VT,Bennington County,19
VT,Bennington County,21
VT,Windham County,141
VT,Bennington County,4
VT,Windham County,1
VT,Windham County,1
VT,Windham County,2
VT,Windham County,7
VT,Windham County,43
#FIELD!,#FIELD!,1
VT,Bennington County,3
VT,Windham County,1
VT,Bennington County,3
VT,Windham County,3
VT,Windham County,14
VT,Windham County,1
VT,Windham County,10
VT,Windham County,1
VT,Windham County,5
VT,Windham County,3
#FIELD!,#FIELD!,1
CL,Province of Ávila County,1
VT,Chittenden County,243
VT,Chittenden County,163
VT,Chittenden County,73
VT,Chittenden County,3
VT,Chittenden County,42
#FIELD!,#FIELD!,1
VT,Chittenden County,4
VT,Grand Isle County,16
VT,Franklin County,31
VT,Lamoille County,1
VT,Addison County,13
VT,Lamoille County,3
VT,Chittenden County,5
VT,Chittenden County,108
#FIELD!,#FIELD!,2
VT,Franklin County,2
VT,Franklin County,14
VT,Chittenden County,140
VT,Franklin County,27
VT,Franklin County,5
VT,Franklin County,3
VT,Grand Isle County,7
VT,Franklin County,6
VT,Chittenden County,19
VT,Chittenden County,5
VT,Grand Isle County,1
VT,Lamoille County,9
VT,Chittenden County,13
VT,Chittenden County,69
#FIELD!,#FIELD!,8
VT,Addison County,5
VT,Addison County,5
VT,Grand Isle County,10
VT,Franklin County,29
VT,Chittenden County,9
VT,Franklin County,180
VT,Chittenden County,26
VT,Franklin County,2
VT,Grand Isle County,10
VT,Addison County,5
VT,Franklin County,118
VT,Chittenden County,3
VT,Addison County,16
VT,Chittenden County,6
VT,Chittenden County,97
VT,Washington County,3
VT,Washington County,88
VT,Washington County,554
VT,Washington County,3
VT,Washington County,4
#FIELD!,#FIELD!,3
VT,Washington County,5
VT,Lamoille County,2
#FIELD!,#FIELD!,2
VT,Washington County,7
VT,Lamoille County,15
VT,Lamoille County,20
VT,Washington County,4
VT,Washington County,2
VT,Lamoille County,42
VT,Washington County,31
VT,Washington County,7
VT,Washington County,2
VT,Lamoille County,27
VT,Washington County,5
VT,Washington County,5
VT,Orange County,6
VT,Washington County,22
#FIELD!,#FIELD!,4
VT,Orange County,8
VT,Lamoille County,5
VT,Washington County,2
#FIELD!,#FIELD!,1
VT,Rutland County,251
#FIELD!,#FIELD!,1
VT,Rutland County,2
#FIELD!,#FIELD!,3
VT,Rutland County,93
VT,Addison County,5
VT,Rutland County,61
VT,Rutland County,15
VT,Rutland County,4
VT,Rutland County,4
VT,Rutland County,3
#FIELD!,#FIELD!,3
VT,Rutland County,38
VT,Rutland County,1
VT,Addison County,2
VT,Addison County,1
VT,Rutland County,17
VT,Addison County,45
VT,Rutland County,1
VT,Rutland County,6
#FIELD!,#FIELD!,6
VT,Addison County,3
VT,Rutland County,5
VT,Rutland County,10
VT,Rutland County,12
VT,Rutland County,12
VT,Addison County,7
VT,Addison County,1
GA,Windsor County,3
VT,Rutland County,7
VT,Rutland County,2
#FIELD!,#FIELD!,3
#FIELD!,#FIELD!,2
VT,Rutland County,12
VT,Addison County,3
VT,Caledonia County,80
VT,Caledonia County,2
VT,Orleans County,10
VT,Essex County,4
VT,Orleans County,3
#FIELD!,#FIELD!,1
VT,Caledonia County,6
VT,Orleans County,23
VT,Orleans County,7
VT,Caledonia County,6
#FIELD!,#FIELD!,3
VT,Caledonia County,5
VT,Orleans County,4
VT,Orleans County,3
VT,Orleans County,2
VT,Caledonia County,11
VT,Orleans County,6
VT,Essex County,7
VT,Orleans County,1
VT,Caledonia County,35
VT,Orleans County,1
VT,Orleans County,93
VT,Orleans County,9
VT,Essex County,1
VT,Orleans County,12
VT,Orleans County,21
VT,Caledonia County,2
VT,Caledonia County,1
VT,Orleans County,1
VT,Caledonia County,9
VT,Orleans County,4
VT,Caledonia County,4
VT,Orleans County,1
VT,Essex County,1
VT,Essex County,4
VT,Essex County,2
VT,Essex County,6
EX,Province of Badajoz County,1
CT,Hartford County,92
CT,Hartford County,225
EX,Province of Badajoz County,1
CT,Hartford County,839
CT,Hartford County,22
CT,Hartford County,36
CT,Litchfield County,14
CT,Hartford County,23
CT,Litchfield County,1
CT,Hartford County,1
CT,Hartford County,9
CT,Litchfield County,4
CT,Hartford County,20
CT,Hartford County,5
CT,Tolland County,79
CT,Litchfield County,4
CT,Hartford County,220
CT,Hartford County,115
CT,Hartford County,38
CT,Hartford County,218
CT,Dutchess County,7
CT,Hartford County,527
CT,Hartford County,362
CT,Tolland County,28
CT,Hartford County,662
CT,Hartford County,109
CT,Hartford County,691
MX,"Cuauhtémoc, D.F. County",38
CT,Litchfield County,7
CT,Hartford County,3
CT,Hartford County,181
CT,Litchfield County,16
CT,Litchfield County,1
MX,"Cuauhtémoc, D.F. County",282
CT,Hartford County,208
CT,Litchfield County,1
CT,Litchfield County,10
CT,Hartford County,92
CT,Tolland County,54
CT,Hartford County,14
CT,Hartford County,132
CT,Tolland County,92
CT,Hartford County,65
CT,Hartford County,8
CT,Hartford County,397
CT,Tolland County,64
CT,Hartford County,47
CT,Hartford County,86
CT,Hartford County,20
CT,Hartford County,3
CT,Hartford County,7
CT,Hartford County,13
CT,Hartford County,376
CT,Hartford County,193
CT,Litchfield County,148
#FIELD!,#FIELD!,2
CT,Hartford County,2
CT,Hartford County,76
CT,Hartford County,502
CT,Hartford County,1091
CT,Hartford County,139
CT,Hartford County,561
CT,Hartford County,200
CT,Hartford County,155
CT,Hartford County,376
CT,Hartford County,502
CT,Hartford County,523
CT,Hartford County,99
CT,Hartford County,488
CT,Hartford County,80
CT,Hartford County,371
CT,Hartford County,1
ST,#FIELD!,1
CT,Hartford County,1
CT,Hartford County,10
#FIELD!,#FIELD!,1
#FIELD!,#FIELD!,1
EX,Province of Badajoz County,1
CT,Windham County,306
CT,Tolland County,18
CT,Tolland County,21
CT,Windham County,99
CT,Windham County,11
CT,Tolland County,26
CT,Tolland County,60
CT,Windham County,126
CT,Windham County,73
CT,Windham County,7
#FIELD!,#FIELD!,1
CT,Windham County,11
CT,Tolland County,36
CT,New London County,40
CT,Tolland County,38
CT,New London County,9
CT,Windham County,25
CT,Windham County,46
CT,Windham County,28
CT,Windham County,106
CT,Windham County,2
CT,Windham County,4
CT,Windham County,5
CT,Windham County,1
CT,Tolland County,40
CT,Tolland County,18
CT,Windham County,21
CT,Windham County,22
CT,Tolland County,38
CT,Windham County,19
CT,Windham County,59
CT,Windham County,3
CT,New London County,465
CT,New London County,26
CT,Windham County,27
CT,Windham County,2
CT,New London County,44
CT,New London County,32
CT,New London County,32
CT,New London County,75
CT,New London County,446
CT,New London County,2
CT,New London County,118
CT,New London County,1
CT,Windham County,70
CT,New London County,71
CT,New London County,46
CT,New London County,42
CT,New London County,503
CT,New London County,28
CT,New London County,44
CT,New London County,37
CT,Windham County,3
CT,Windham County,70
CT,New London County,19
CT,New London County,1
CT,Windham County,14
CT,New London County,37
CT,New London County,51
CT,New London County,57
CT,New London County,114
CT,New London County,11
CT,New London County,189
CT,Windham County,8
CT,New London County,2
#FIELD!,#FIELD!,1
NY,Suffolk County,8
MX,"Cuauhtémoc, D.F. County",1
CT,New Haven County,271
CT,New Haven County,49
CT,New Haven County,283
CT,Middlesex County,2
#FIELD!,#FIELD!,216
CT,Middlesex County,16
CT,Middlesex County,95
CT,New London County,138
CT,Middlesex County,138
CT,Middlesex County,21
CT,New Haven County,201
CT,Middlesex County,17
CT,New London County,9
CT,Middlesex County,22
CT,Middlesex County,11
CT,Middlesex County,95
CT,Middlesex County,16
CT,New Haven County,98
CT,Middlesex County,10
CT,Middlesex County,19
CT,Middlesex County,9
CT,New Haven County,121
CT,Hartford County,1
CT,Hartford County,28
CT,New Haven County,516
CT,New Haven County,269
CT,Middlesex County,25
CT,Middlesex County,1
CT,Middlesex County,546
CT,Middlesex County,3
CT,New Haven County,301
CT,New Haven County,117
CT,Fairfield County,66
CT,Middlesex County,13
CT,Fairfield County,96
CT,New Haven County,36
CT,New Haven County,46
CT,New Haven County,260
CT,Middlesex County,66
CT,New Haven County,141
CT,New Haven County,117
CT,Hartford County,151
CT,Middlesex County,84
CT,Middlesex County,5
CT,Fairfield County,39
CT,New Haven County,171
CT,Fairfield County,361
CT,New Haven County,100
CT,Hartford County,251
CT,New Haven County,406
CT,Middlesex County,31
06,#FIELD!,4
CT,New Haven County,14
CT,New Haven County,70
CT,New Haven County,1342
CT,New Haven County,323
CT,New Haven County,604
CT,New Haven County,445
CT,New Haven County,254
CT,New Haven County,844
CT,New Haven County,193
CT,New Haven County,144
CT,New Haven County,481
CT,New Haven County,18
CT,New Haven County,162
CT,New Haven County,1
#FIELD!,#FIELD!,2
CT,Fairfield County,1
CT,Fairfield County,1103
CT,Fairfield County,394
CT,Fairfield County,651
CT,Fairfield County,157
CT,Fairfield County,304
CT,Fairfield County,437
CT,Fairfield County,313
CT,Fairfield County,23
CT,Fairfield County,416
CT,Fairfield County,255
CT,New Haven County,224
CT,New Haven County,680
CT,New Haven County,486
CT,New Haven County,318
CT,New Haven County,648
CT,New Haven County,238
CT,New Haven County,47
CT,New Haven County,126
CT,New Haven County,3
CT,Litchfield County,2
CT,Litchfield County,13
CT,Litchfield County,3
CT,Litchfield County,10
CT,Litchfield County,5
CT,Litchfield County,17
CT,Litchfield County,5
CT,Litchfield County,28
#FIELD!,#FIELD!,2
CT,New Haven County,56
CT,Litchfield County,7
CT,New Haven County,352
CT,Litchfield County,153
CT,Litchfield County,7
CT,Litchfield County,2
CT,Litchfield County,65
CT,Litchfield County,23
CT,Litchfield County,2
CT,Fairfield County,5
CT,Litchfield County,3
CT,Litchfield County,88
CT,Litchfield County,53
CT,Litchfield County,376
CT,Litchfield County,32
CT,Litchfield County,7
CT,Litchfield County,2
CT,Litchfield County,86
MX,"Cuauhtémoc, D.F. County",2
CT,Litchfield County,28
06,#FIELD!,1
CT,Fairfield County,138
CT,Fairfield County,73
CT,Fairfield County,25
CT,Fairfield County,524
CT,Fairfield County,228
CT,Fairfield County,38
CT,Fairfield County,110
CT,Fairfield County,111
CT,Fairfield County,150
CT,Fairfield County,88
CT,Fairfield County,70
CT,Fairfield County,1
CT,Fairfield County,100
CT,Fairfield County,162
CT,Fairfield County,179
CT,Fairfield County,13
CT,Fairfield County,261
CT,Fairfield County,44
CT,Fairfield County,17
CT,Fairfield County,116
CT,Fairfield County,42
CT,Fairfield County,166
CT,Fairfield County,17
CT,Fairfield County,9
CT,Fairfield County,19
CT,Fairfield County,42
CT,Fairfield County,81
CT,Fairfield County,653
CT,Fairfield County,49
CT,Fairfield County,124
CT,Fairfield County,59
CT,Fairfield County,46
CT,Fairfield County,2
#FIELD!,#FIELD!,2
NJ,Middlesex County,168
NJ,Hudson County,969
NJ,Essex County,535
NJ,Essex County,94
NJ,Morris County,80
NJ,Essex County,130
NJ,Middlesex County,224
NJ,Essex County,85
NJ,Bergen County,215
NJ,Passaic County,832
NJ,Passaic County,101
NJ,Passaic County,165
NJ,Passaic County,74
NJ,Passaic County,1
NJ,Union County,162
NJ,Essex County,768
NJ,Essex County,818
NJ,Bergen County,129
NJ,Essex County,7
NJ,Bergen County,106
NJ,Union County,21
NJ,Bergen County,285
NJ,Bergen County,631
NJ,Union County,16
NJ,Essex County,69
NJ,Hudson County,333
NJ,Hudson County,422
NJ,Bergen County,240
NJ,Hudson County,427
NJ,Union County,75
NJ,Morris County,23
NJ,Morris County,42
NJ,Union County,756
NJ,Essex County,1115
NJ,Essex County,190
NJ,Essex County,22
NJ,Essex County,172
NJ,Essex County,90
NJ,Essex County,63
NJ,Morris County,34
NJ,Morris County,16
NJ,Hudson County,963
NJ,Essex County,413
NJ,Essex County,374
NJ,Morris County,155
NJ,Passaic County,637
NJ,Bergen County,82
NJ,Morris County,71
NJ,Somerset County,122
NJ,Union County,423
NJ,Union County,111
NJ,Union County,93
NJ,Middlesex County,216
NJ,Union County,318
NJ,Union County,154
NJ,Middlesex County,146
NJ,Essex County,29
NJ,Somerset County,41
NJ,Bergen County,134
NJ,Bergen County,157
NJ,Bergen County,170
NJ,Bergen County,228
NJ,Bergen County,30
NJ,Bergen County,72
NJ,Union County,111
NJ,Middlesex County,29
NJ,Essex County,118
NJ,Essex County,105
NJ,Middlesex County,221
NJ,Union County,79
NJ,Morris County,17
NJ,Union County,728
NJ,Hudson County,180
NJ,Hudson County,524
NJ,Union County,42
NJ,Union County,110
NJ,Union County,38
NJ,Hudson County,494
NJ,Hudson County,524
NJ,Middlesex County,229
NJ,Essex County,649
NJ,Essex County,1429
NJ,Essex County,1219
NJ,Essex County,726
NJ,Essex County,768
NJ,Essex County,945
NJ,Essex County,1033
NJ,Essex County,529
NJ,Essex County,188
NJ,Essex County,1383
NJ,Essex County,846
NJ,Essex County,733
#FIELD!,#FIELD!,1
NJ,Essex County,4
MX,#FIELD!,2
NJ,Union County,1046
NJ,Union County,565
NJ,Union County,214
NJ,Union County,112
NJ,Union County,459
NJ,Union County,358
NJ,Union County,1
NJ,Union County,415
KI,Michalovce District County,1
#FIELD!,#FIELD!,2
IB,#FIELD!,1
NJ,Hudson County,457
NJ,Hudson County,5
NJ,Hudson County,648
NJ,Hudson County,1098
NJ,Hudson County,831
NJ,Hudson County,456
NJ,Hudson County,148
NJ,Hudson County,5
NJ,Bergen County,60
NJ,Passaic County,159
NJ,Morris County,60
#FIELD!,#FIELD!,1
NJ,Bergen County,211
NJ,Bergen County,232
NJ,Sussex County,59
NJ,Bergen County,47
NJ,Sussex County,15
NJ,Sussex County,68
NJ,Passaic County,82
NJ,Passaic County,74
NJ,Sussex County,28
NJ,Bergen County,6
NJ,Passaic County,211
NJ,Bergen County,97
NJ,Bergen County,14
NJ,Passaic County,15
NJ,Bergen County,50
NJ,Morris County,45
NJ,Sussex County,3
NJ,Morris County,16
NJ,Passaic County,46
NJ,Morris County,58
NJ,Bergen County,66
NJ,Bergen County,74
NJ,Bergen County,60
NJ,Passaic County,50
NJ,Morris County,31
NJ,Bergen County,48
NJ,Sussex County,21
NJ,Sussex County,115
NJ,Sussex County,63
NJ,Bergen County,101
NJ,Passaic County,29
NJ,Passaic County,399
NJ,Passaic County,143
NJ,Bergen County,39
NJ,Passaic County,715
NJ,Passaic County,190
NJ,Passaic County,375
NJ,Passaic County,418
NJ,Passaic County,90
NJ,Passaic County,134
NJ,Passaic County,194
NJ,Passaic County,100
NJ,Passaic County,159
NJ,Passaic County,204
RA,Ardèche County,1
NJ,Passaic County,349
NJ,Passaic County,203
#FIELD!,#FIELD!,1
RA,Ardèche County,1
NJ,Bergen County,518
NJ,Bergen County,127
NJ,Bergen County,108
NJ,Bergen County,70
NJ,Bergen County,69
NJ,Bergen County,91
NJ,Bergen County,107
NJ,Bergen County,11
NJ,Bergen County,151
NJ,Bergen County,50
NJ,Bergen County,17
NJ,Bergen County,12
